Serial #,userID,itemID,prediction
284,29,75173,4.975186348
285,29,103799,4.970647812
286,29,120347,4.962922573
287,29,122285,4.973745823
288,29,99989,4.982814789
289,29,55655,4.994268894
290,30,7522,4.965554237
291,30,7923,4.96834898
292,30,100981,4.976211548
293,30,17032,4.983160973
294,30,72327,4.967209339
295,30,34880,4.967475414
296,30,122285,4.976581097
297,30,104318,4.960634232
298,30,62338,4.96939373
299,30,55655,4.993045807
300,31,62770,4.994583607
301,31,120077,4.959311008
302,31,130344,4.953179836
303,31,69564,4.96790123
304,31,63017,4.992351055
305,31,30266,4.968076706
306,31,120347,4.955005169
307,31,62338,4.970812321
308,31,55655,4.992680073
309,31,105886,4.957166195
310,32,61525,4.980081558
311,32,95525,4.966441154
312,32,100981,4.971616268
313,32,63017,4.970794201
314,32,26072,4.970950127
315,32,35248,4.968865395
316,32,58908,4.9854002
317,32,100098,4.985096931
318,32,125219,4.972695351
319,32,99989,4.991964817
320,33,130344,4.95886755
321,33,75953,4.978389263
322,33,52671,4.966162682
323,33,75173,4.975516319
324,33,30266,4.982656956
325,33,122285,4.956675053
326,33,34797,4.953995228
327,33,60928,4.967646599
328,33,99989,4.982487679
329,33,55655,4.969526291
330,34,72468,4.962141991
331,34,127733,4.989634037
332,34,103561,4.978845119
333,34,7923,4.980878353
334,34,75173,4.963058949
335,34,15486,4.970674515
336,34,34880,4.968691826
337,34,114440,4.992461681
338,34,55655,4.971572876
339,34,105886,4.975830078
340,35,43745,4.994626045
341,35,100981,4.979398727
342,35,52671,4.990644455
343,35,17032,4.961671829
344,35,15486,4.981873035
345,35,58908,4.96367979
346,35,101338,4.964951515
347,35,99989,4.988155842
348,35,105886,4.961197376
349,35,33039,4.967694759
350,36,119106,4.986586094
351,36,75173,4.979874134
352,36,17032,4.961107731
353,36,26072,4.982993603
354,36,27317,4.965489388
355,36,71544,4.959650517
356,36,125219,4.97497654
357,36,101338,4.959941864
358,36,99989,4.976525307
359,36,55655,4.979523659
360,37,25316,4.979447365
361,37,63514,4.960393429
362,37,52671,4.967577457
363,37,110476,4.991273403
364,37,40287,4.981158257
365,37,15486,4.98753643
366,37,66972,4.955702305
367,37,58908,4.958761215
368,37,99989,4.967892647
369,37,55655,4.970030308
370,38,7923,4.951721668
371,38,100981,4.968151093
372,38,63017,4.956277847
373,38,52671,4.96584034
374,38,75173,4.943427086
375,38,17032,4.984741688
376,38,15486,4.968453407
377,38,84734,4.953783512
378,38,27317,4.981176376
379,38,99989,4.965899944
380,39,120008,4.985708714
381,39,52671,4.975679398
382,39,75173,4.981280327
383,39,18137,4.97427702
384,39,15486,4.980937004
385,39,73927,4.951849461
386,39,131669,4.966997147
387,39,80795,4.95216465
388,39,99989,4.965567112
389,39,55655,4.974958897
390,40,95525,4.957719803
391,40,127588,4.997431755
392,40,52585,4.984335423
393,40,7923,4.974934578
394,40,63017,4.975184917
395,40,15486,4.98398447
396,40,54715,4.97815752
397,40,99989,4.972709656
398,40,48543,4.969983578
399,40,55655,4.968609333
400,41,130344,4.961761475
401,41,128979,4.991085529
402,41,75173,4.954711914
403,41,15486,4.97520256
404,41,35248,4.970663548
405,41,41073,4.954708099
406,41,101338,4.975688934
407,41,99989,4.975630283
408,41,55655,4.969435215
409,41,105886,4.961885929
410,42,121423,4.999195099
411,42,92923,4.990049839
412,42,114597,4.974301338
413,42,75173,4.961134911
414,42,110476,4.969521523
415,42,120347,4.971107483
416,42,25182,4.960705757
417,42,61160,4.966562271
418,42,60402,4.959414482
419,42,55655,4.98540163
420,43,136449,4.999727249
421,43,120517,4.97715807
422,43,7923,4.955232143
423,43,63514,4.963983059
424,43,52671,4.964447021
425,43,11396,4.972449303
426,43,111323,4.963203907
427,43,135206,4.958791256
428,43,15486,4.971722126
429,43,125219,4.976078033
430,44,95775,4.995548248
431,44,92523,4.967956066
432,44,75173,4.992193222
433,44,17032,4.967003345
434,44,26072,4.981670856
435,44,73927,4.989725113
436,44,93121,4.966283321
437,44,67121,4.966733932
438,44,58908,4.970058918
439,44,100098,4.988996983
440,45,118550,4.993417263
441,45,7667,4.998871803
442,45,7923,4.97977829
443,45,100981,4.97726202
444,45,52671,4.975367546
445,45,135206,4.963845253
446,45,15486,4.991334915
447,45,84734,4.965401649
448,45,60928,4.966775894
449,45,101338,4.971458912
450,46,130344,4.973857403
451,46,76003,4.982321739
452,46,7923,4.969547749
453,46,39479,4.985645294
454,46,75173,4.979987621
455,46,15486,4.980971813
456,46,120347,4.976228714
457,46,60928,4.977858543
458,46,99989,4.992836952
459,46,55655,4.973186493
460,47,100995,4.999606609
461,47,103028,4.992118359
462,47,39479,4.962060928
463,47,75173,4.978251934
464,47,40287,4.951773167
465,47,35250,4.975275517
466,47,66972,4.979709625
467,47,54702,4.952052116
468,47,31075,4.954769611
469,47,55655,4.982606888
470,48,104559,4.967474461
471,48,16790,4.997180462
472,48,69564,4.962855339
473,48,100981,4.975215912
474,48,110476,4.964687347
475,48,27317,4.972120285
476,48,58908,4.981770039
477,48,125219,4.975681782
478,48,99989,4.986552715
479,48,55655,4.990622997
480,49,7923,4.974333286
481,49,114597,4.966478825
482,49,52671,4.965488434
483,49,110476,4.971496582
484,49,135206,4.968828201
485,49,75179,4.955147743
486,49,5273,4.958301067
487,49,99989,4.970677376
488,49,55655,4.986262798
489,49,105886,4.96887064
490,50,54335,4.990870476
491,50,11525,4.98891449
492,50,63497,4.964359283
493,50,52671,4.966604233
494,50,75173,4.96154213
495,50,15486,4.976351738
496,50,101338,4.959994793
497,50,99989,4.990890503
498,50,104819,4.97542429
499,50,55655,4.973980904
500,51,130344,4.964580059
501,51,63017,4.961769104
502,51,52671,4.980830193
503,51,15486,4.962747574
504,51,120347,4.9582057
505,51,26072,4.961114407
506,51,66972,4.956945419
507,51,101338,4.95867157
508,51,62338,4.969843864
509,51,99989,4.977510452
510,52,130344,4.952646255
511,52,7923,4.967389584
512,52,8505,4.977208138
513,52,52671,4.961247921
514,52,15486,4.965138435
515,52,84734,4.956552029
516,52,58908,4.954448223
517,52,101338,4.988097191
518,52,99989,4.991118431
519,52,55655,4.956523895
520,53,81744,4.963085651
521,53,111212,4.988158226
522,53,54042,4.996582985
523,53,33558,4.970769882
524,53,8505,4.970163822
525,53,52671,4.978073597
526,53,35250,4.976204872
527,53,120347,4.976402283
528,53,28396,4.968428135
529,53,99989,4.974380016
530,54,70128,4.948801517
531,54,81941,4.944962978
532,54,63017,4.956048489
533,54,75173,4.987370968
534,54,110476,4.969501972
535,54,58908,4.978060246
536,54,114440,4.980309963
537,54,97313,4.963364124
538,54,101338,4.959973335
539,54,99989,4.985107422
540,55,82094,4.985532284
541,55,7923,4.962616444
542,55,76598,4.957452297
543,55,117729,4.962077618
544,55,26072,4.965201855
545,55,96661,4.957765102
546,55,35248,4.961994171
547,55,66972,4.953260422
548,55,58908,4.96155262
549,55,99989,4.986093521
550,56,130344,4.97935009
551,56,77182,4.99004364
552,56,57841,4.993351936
553,56,75173,4.970243454
554,56,73927,4.968102455
555,56,66972,4.978322029
556,56,58908,4.97615242
557,56,114440,4.967133999
558,56,99989,4.983909607
559,56,105886,4.972583771
560,57,12447,4.99925518
561,57,100981,4.988417625
562,57,52671,4.986391068
563,57,75173,4.983943462
564,57,17032,4.976902485
565,57,72327,4.96088028
566,57,110476,4.96361351
567,57,99989,4.990895748
568,57,55655,4.981826782
569,57,105886,4.98589468
570,58,7923,4.966765881
571,58,24033,4.967999458
572,58,86668,4.963072777
573,58,100981,4.967968464
574,58,75173,4.967803478
575,58,26072,4.978238583
576,58,58908,4.976179123
577,58,101338,4.960343838
578,58,99989,4.995787144
579,58,55655,4.981410027
580,59,94971,4.996207237
581,59,8505,4.952000618
582,59,114597,4.977063656
583,59,52671,4.950824738
584,59,75173,4.992547989
585,59,35250,4.958565235
586,59,96661,4.952312469
587,59,51983,4.967053413
588,59,99989,4.96535778
589,59,55655,4.974489689
590,60,95525,4.973013878
591,60,7923,4.971359253
592,60,46551,4.992539883
593,60,31244,4.967160225
594,60,100981,4.968207359
595,60,75173,4.981250286
596,60,40287,4.966841221
597,60,120347,4.958926201
598,60,27317,4.970502377
599,60,66972,4.970729351
600,61,65816,4.998095512
601,61,12725,4.983828068
602,61,114597,4.978274345
603,61,75173,4.969936371
604,61,81177,4.9784832
605,61,35250,4.955321312
606,61,35248,4.95744276
607,61,14276,4.959589958
608,61,99989,4.977227688
609,61,55655,4.990478992
610,62,95525,4.961409092
611,62,5674,4.992026806
612,62,76598,4.972773075
613,62,52671,4.965153217
614,62,30266,4.968792915
615,62,15486,4.992783546
616,62,26072,4.982563019
617,62,35248,4.958333015
618,62,99989,4.973969936
619,62,55655,4.98261404
620,63,130344,4.973367691
621,63,33558,4.97136116
622,63,16322,4.99910593
623,63,92523,4.960937023
624,63,110476,4.960493565
625,63,120347,4.966655254
626,63,73927,4.985527039
627,63,58908,4.96613884
628,63,99989,4.992386818
629,63,105886,4.963268757
630,64,130344,4.981001854
631,64,52671,4.946677208
632,64,75173,4.987554073
633,64,15486,4.962003708
634,64,122285,4.974561214
635,64,22340,4.958352566
636,64,118330,4.953519344
637,64,58908,4.964196205
638,64,99989,4.994082928
639,64,55655,4.992847919
640,65,7923,4.968521595
641,65,114770,4.997509003
642,65,100981,4.977928162
643,65,75173,4.970220566
644,65,115649,4.957605362
645,65,26072,4.962576389
646,65,69964,4.965646744
647,65,27317,4.960025787
648,65,58908,4.972072601
649,65,101338,4.988558769
650,66,123403,4.980955601
651,66,8505,4.976966858
652,66,92523,4.95062542
653,66,100981,4.956101894
654,66,40287,4.966106892
655,66,15486,4.981375694
656,66,26072,4.978981018
657,66,27317,4.961908817
658,66,66972,4.959459782
659,66,99989,4.992406845
660,67,95525,4.963198185
661,67,76598,4.958694935
662,67,8505,4.962603569
663,67,75173,4.952838421
664,67,15486,4.962781429
665,67,100098,4.977227688
666,67,27410,4.960027218
667,67,99989,4.98681736
668,67,55655,4.957005501
669,67,105886,4.958375931
670,68,130344,4.950082779
671,68,100981,4.979578018
672,68,63017,4.954298973
673,68,72327,4.954651833
674,68,135206,4.9348979
675,68,15486,4.946852684
676,68,73927,4.951854706
677,68,27317,4.972875595
678,68,58908,4.972899437
679,68,99989,4.9855299
680,69,89124,4.994669437
681,69,95525,4.970750809
682,69,100981,4.98259449
683,69,75173,4.98956871
684,69,35250,4.977931976
685,69,15486,4.973593712
686,69,96661,4.985714912
687,69,118330,4.983313084
688,69,55655,4.994349957
689,69,105886,4.979259968
690,70,36412,4.977147102
691,70,30952,4.999382973
692,70,100981,4.978164196
693,70,75173,4.962636948
694,70,17032,4.969170094
695,70,15486,4.982268333
696,70,120347,4.965259552
697,70,66972,4.958922386
698,70,55655,4.970414162
699,70,61955,4.957481861
700,71,86937,4.999742031
701,71,75762,4.988341808
702,71,75173,4.955610275
703,71,40287,4.9537673
704,71,103799,4.944392204
705,71,15486,4.957836151
706,71,120347,4.945500374
707,71,58908,4.980189323
708,71,92332,4.956785679
709,71,101338,4.975028992
710,72,19920,4.965396881
711,72,123130,4.955086708
712,72,75173,4.985993385
713,72,10103,4.959091663
714,72,110476,4.979804039
715,72,120347,4.96820879
716,72,51983,4.961603165
717,72,66972,4.963497162
718,72,62338,4.966393948
719,72,105886,4.98365593
720,73,7923,4.976163864
721,73,25603,4.969694138
722,73,112052,4.96203804
723,73,100981,4.960416794
724,73,110476,4.955275059
725,73,120347,4.946146488
726,73,69964,4.959558964
727,73,27317,4.984195709
728,73,99989,4.991825104
729,73,55655,4.982162476
730,74,130344,4.969145775
731,74,63017,4.978782177
732,74,75173,4.981027603
733,74,81596,4.955348492
734,74,30266,4.956891537
735,74,15486,4.987443924
736,74,120347,4.97115612
737,74,26072,4.958557606
738,74,99989,4.983362198
739,74,55655,4.97896719
740,75,130344,4.976154327
741,75,100981,4.960533619
742,75,4786,4.955086231
743,75,110476,4.986516476
744,75,117729,4.974630356
745,75,120347,4.9613204
746,75,35248,4.959789276
747,75,114440,4.962789536
748,75,99989,4.979681492
749,75,55655,4.957460403
750,76,95525,4.984250546
751,76,130344,4.985788345
752,76,109752,4.999862671
753,76,129625,4.991729259
754,76,52671,4.970327854
755,76,75173,4.993683815
756,76,110476,4.969246864
757,76,17695,4.972301483
758,76,99989,4.972053528
759,76,55655,4.969018936
760,77,130344,4.958314419
761,77,88226,4.981764317
762,77,76873,4.995118141
763,77,40287,4.946274757
764,77,34880,4.952565193
765,77,99878,4.976515293
766,77,30875,4.954638958
767,77,35248,4.948195934
768,77,101338,4.973903179
769,77,99989,4.979310513
770,78,33558,4.975427628
771,78,134076,4.966575623
772,78,52671,4.968894005
773,78,75173,4.979428291
774,78,15486,4.975590229
775,78,27317,4.967241764
776,78,58908,4.979337215
777,78,125219,4.988259792
778,78,99989,4.970293999
779,78,55655,4.972898006
780,79,19984,4.997019768
781,79,75173,4.994153023
782,79,120347,4.975481033
783,79,69964,4.988443375
784,79,73927,4.978369713
785,79,101403,4.975142956
786,79,99989,4.984984398
787,79,101806,4.982940674
788,79,55655,4.981885433
789,79,105886,4.987724781
790,80,7923,4.963606834
791,80,75248,4.993022442
792,80,52671,4.977181911
793,80,75173,4.965257168
794,80,110476,4.963174343
795,80,120347,4.963432312
796,80,27317,4.984565735
797,80,66972,4.977017879
798,80,99989,4.977612972
799,80,55655,4.982372284
800,81,112052,4.951342583
801,81,63017,4.951340675
802,81,75173,4.971390724
803,81,110476,4.972089767
804,81,15486,4.979851723
805,81,120347,4.96847105
806,81,27317,4.960084438
807,81,60928,4.96476078
808,81,101338,4.95352602
809,81,99989,4.9840765
810,82,95525,4.980810642
811,82,112052,4.959291935
812,82,113891,4.973426342
813,82,92523,4.966655731
814,82,39479,4.981957436
815,82,75173,4.978239059
816,82,15486,4.959804535
817,82,58908,4.960976601
818,82,99989,4.974956989
819,82,55655,4.985099792
820,83,33558,4.957418442
821,83,52671,4.957634926
822,83,122285,4.960485935
823,83,58908,4.965182781
824,83,114440,4.978722572
825,83,100098,4.975785732
826,83,125219,4.967547417
827,83,101338,4.967503071
828,83,99989,4.984568119
829,83,55655,4.974843025
830,84,95525,4.968591213
831,84,71373,4.991144657
832,84,126303,4.993126869
833,84,75173,4.971625328
834,84,10103,4.966488838
835,84,25365,4.981933117
836,84,13630,4.958721638
837,84,35248,4.959207058
838,84,99989,4.958937645
839,84,55655,4.994431496
840,85,33558,4.96584177
841,85,82842,4.998920441
842,85,114597,4.961276531
843,85,40287,4.958488464
844,85,34880,4.949286461
845,85,69964,4.959878922
846,85,22965,4.951948166
847,85,101338,4.971319199
848,85,99989,4.977178097
849,85,55655,4.985757351
850,86,7923,4.96800375
851,86,86668,4.958932877
852,86,75173,4.987326145
853,86,120347,4.991197586
854,86,101261,4.957298279
855,86,35248,4.978887558
856,86,66972,4.962818146
857,86,101338,4.972621918
858,86,99989,4.992969513
859,86,55655,4.982499123
860,87,70128,4.952121258
861,87,122021,4.983783245
862,87,63514,4.97817564
863,87,8505,4.999557495
864,87,90699,4.994157791
865,87,72327,4.954304695
866,87,15486,4.963039875
867,87,34880,4.989869118
868,87,51983,4.945952415
869,87,58908,4.987663269
870,88,70128,4.955389977
871,88,130344,4.984727859
872,88,29721,4.954856396
873,88,110476,4.954557896
874,88,15486,4.957651615
875,88,58908,4.961968422
876,88,114440,4.964476585
877,88,99989,4.985750198
878,88,55655,4.950490475
879,88,105886,4.951653957
880,89,122021,4.979561329
881,89,130344,4.959517479
882,89,30268,4.971828938
883,89,100981,4.961654663
884,89,110476,4.98626852
885,89,120347,4.967635155
886,89,26072,4.968186855
887,89,101338,4.978362083
888,89,99989,4.985765934
889,89,55655,4.978888512
890,90,95525,4.974593639
891,90,7923,4.961402893
892,90,119136,4.975179672
893,90,76598,4.958200932
894,90,68900,4.999605179
895,90,100981,4.969594955
896,90,75173,4.958584309
897,90,15486,4.957837582
898,90,34880,4.956360817
899,90,26072,4.949260712
900,91,56336,4.982270241
901,91,37963,4.999452114
902,91,52671,4.984706879
903,91,110476,4.982212543
904,91,120347,4.971202374
905,91,51687,4.976873875
906,91,58908,4.997660637
907,91,99989,4.977174282
908,91,18574,4.980143547
909,91,55655,4.98592329
910,92,81744,4.968002319
911,92,130360,4.985196114
912,92,19290,4.99928093
913,92,108424,4.984063148
914,92,52671,4.950708389
915,92,110476,4.961924076
916,92,111323,4.977879524
917,92,17695,4.962994576
918,92,27317,4.987818718
919,92,55655,4.975505829
920,93,108424,4.999909878
921,93,124863,4.967976093
922,93,75173,4.997121811
923,93,27317,4.97215414
924,93,61160,4.962547779
925,93,101338,4.99102211
926,93,120581,4.976939678
927,93,99989,4.989301205
928,93,105886,4.958072186
929,93,61955,4.968448162
930,94,52671,4.97115469
931,94,75173,4.963349342
932,94,110476,4.961891651
933,94,15486,4.966867447
934,94,75565,4.962301731
935,94,58908,4.970992088
936,94,114440,4.978708744
937,94,101338,4.972852707
938,94,99989,4.994476318
939,94,61955,4.967871189
940,95,52671,4.990895271
941,95,75173,4.97731638
942,95,110476,4.969407082
943,95,6387,4.975585938
944,95,15486,4.964875698
945,95,120347,4.969742775
946,95,122285,4.979757309
947,95,125219,4.970041275
948,95,99989,4.958944321
949,95,55655,4.986934185
950,96,102759,4.963447571
951,96,76362,4.987831593
952,96,118310,4.984717846
953,96,83658,4.999582291
954,96,50055,4.966004848
955,96,75173,4.964690208
956,96,81596,4.967208862
957,96,35248,4.966040611
958,96,58908,4.989783764
959,96,99989,4.976622105
960,97,128871,4.97636652
961,97,63514,4.953943253
962,97,52671,4.969700336
963,97,61480,4.957446575
964,97,135206,4.979894638
965,97,69964,4.983691692
966,97,27317,4.979852676
967,97,35248,4.963890553
968,97,113298,4.96497345
969,97,58908,4.968108177
970,98,76598,4.950773716
971,98,103398,4.980145454
972,98,17742,4.987550735
973,98,52671,4.961530685
974,98,75173,4.968952656
975,98,110476,4.984059811
976,98,122285,4.952014923
977,98,60928,4.975663662
978,98,62338,4.969482899
979,98,99989,4.970930099
980,99,130344,4.965082169
981,99,112052,4.981879711
982,99,89919,4.964741707
983,99,28592,4.998661041
984,99,72327,4.969020367
985,99,15486,4.985264301
986,99,118330,4.968047619
987,99,114440,4.9658041
988,99,99989,4.981334209
989,99,55655,4.965270519
990,100,8505,4.968065262
991,100,120836,4.995971203
992,100,52671,4.957726479
993,100,40287,4.986816406
994,100,35250,4.961405754
995,100,135206,4.962472439
996,100,99989,4.987698078
997,100,48543,4.96574831
998,100,105886,4.981780529
999,100,33039,4.973616123
1000,101,66799,4.954017639
1001,101,114597,4.961279392
1002,101,121314,4.994655609
1003,101,64918,4.999140739
1004,101,103129,4.971395016
1005,101,85951,4.972046852
1006,101,12827,4.961235046
1007,101,58908,4.974212646
1008,101,100098,4.966925621
1009,101,55655,4.978567123
1010,102,69564,4.975831032
1011,102,45756,4.998632431
1012,102,52671,4.989433765
1013,102,135212,4.969492435
1014,102,15486,4.97351265
1015,102,58908,4.968580723
1016,102,99989,4.989975452
1017,102,48543,4.975841999
1018,102,55655,4.977309227
1019,102,61955,4.970875263
1020,103,32496,4.950685024
1021,103,114597,4.948462963
1022,103,52671,4.979786396
1023,103,110476,4.959523201
1024,103,135206,4.964621544
1025,103,15486,4.969421387
1026,103,27317,4.956782818
1027,103,101338,4.955538273
1028,103,99989,4.989808083
1029,103,55655,4.982326508
1030,104,114597,4.966380119
1031,104,52671,4.969045162
1032,104,17032,4.965319157
1033,104,110476,4.980823994
1034,104,15486,4.981692314
1035,104,120347,4.966927052
1036,104,27317,4.971846581
1037,104,58908,4.972594261
1038,104,99989,4.982668877
1039,104,55655,4.98850441
1040,105,33558,4.988088131
1041,105,124398,4.998929977
1042,105,30739,4.997666359
1043,105,33079,4.975362301
1044,105,75173,4.971478939
1045,105,35250,4.982191086
1046,105,15486,4.974492073
1047,105,58908,4.964326382
1048,105,55655,4.965727806
1049,105,105886,4.979881763
1050,106,100981,4.973095894
1051,106,129884,4.992634773
1052,106,52671,4.987154961
1053,106,75173,4.984688282
1054,106,34880,4.973403931
1055,106,122285,4.985566139
1056,106,60928,4.962815762
1057,106,35248,4.972428322
1058,106,99989,4.995821953
1059,106,55655,4.977617741
1060,107,32496,4.95853281
1061,107,63101,4.997168064
1062,107,75173,4.987351418
1063,107,110476,4.958826065
1064,107,103799,4.964546204
1065,107,15486,4.966210365
1066,107,73927,4.961118698
1067,107,66972,4.977956772
1068,107,99989,4.979930878
